"Qualifying Name","Name of Area","FIPS","Nation","State","County","County Subdivision","Census Tract","Block Group","Place","Congressional District (116th)","State Legislative District (Upper Chamber)","State Legislative District (Lower Chamber)","Metropolitan Statistical Area/Micropolitan Statistical Area","Combined Statistical Area","2020 Housing Units","2020 Occupied Units","2020 Vacant Units","2010 Housing Units","2010 Occupied Units","2010 Vacant Units","Housing Units Change","Occupied Units Change","Vacant Units Change","Housing Units Change Percent","Occupied Units Change Percent","Vacant Units Change Percent","Housing Units Change Percent Points","Occupied Units Change Percent Points","Vacant Units Change Percent Points","2020 Total Population","White 2020","African American or Black 2020","American Indian and Alaska Native 2020","Asian 2020","Native Hawaiian and Other Pacific Islander 2020","Other 2020","Two or More Races 2020","2010 Total Population","White 2010 ","African American or Black 2010 ","American Indian and Alaska Native 2010 ","Asian 2010 ","Native Hawaiian and Other Pacific Islander 2010 ","Other 2010 ","Two or More Races 2010 ","Population Change","White Change","African American or Black Change","American Indian and Alaska Native Change","Asian Change","Native Hawaiian and Other Pacific Islander Change","Other Change","Two or More Races Change","Population Change Percent","White Change Percent","African American or Black Change Percent","American Indian and Alaska Native Change Percent","Asian Change Percent","Native Hawaiian and Other Pacific Islander Change Percent","Other Change Percent","Two or More Races Change Percent","Total Population Change Percent Points","White Change Percent Points","African American or Black Change Percent Points","American Indian and Alaska Native Change Percent Points","Asian Change Percent Points","Native Hawaiian and Other Pacific Islander Change Percent Points","Other Change Percent Points","Two or More Races Change Percent Points"
Geo_QNAME,Geo_NAME,Geo_FIPS,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_BG,Geo_PLACE,Geo_CD,Geo_SLDUC,Geo_SLDLC,Geo_MSAMSA,Geo_CSA,SE_T015_000,SE_T015_001,SE_T015_002,SE_T016_000,SE_T016_001,SE_T016_002,SE_T017_000,SE_T017_001,SE_T017_002,SE_T018_000,SE_T018_001,SE_T018_002,SE_T019_000,SE_T019_001,SE_T019_002,SE_T005_000,SE_T005_002,SE_T005_003,SE_T005_004,SE_T005_005,SE_T005_006,SE_T005_007,SE_T005_008,SE_T006_000,SE_T006_002,SE_T006_003,SE_T006_004,SE_T006_005,SE_T006_006,SE_T006_007,SE_T006_008,SE_T025_000,SE_T025_002,SE_T025_003,SE_T025_004,SE_T025_005,SE_T025_006,SE_T025_007,SE_T025_008,SE_T026_000,SE_T026_002,SE_T026_003,SE_T026_004,SE_T026_005,SE_T026_006,SE_T026_007,SE_T026_008,SE_T027_000,SE_T027_002,SE_T027_003,SE_T027_004,SE_T027_005,SE_T027_006,SE_T027_007,SE_T027_008
"Census Tract 1042.01, Los Angeles County, California","Census Tract 1042.01","06037104201","00","06","037",,"104201",,,,,,,,894,882,12,885,848,37,9,34,-25,1.01694915254237,4.00943396226415,-67.5675675675676,-8.88178419700125E-16,2.83850908125735,-2.83850908125735,4377,517,324,99,64,1,2547,825,4780,1841,411,55,20,1,2253,199,-403,-1324,-87,44,44,0,294,626,-8.43096234309624,-71.9174361759913,-21.1678832116788,80,220,0,13.0492676431425,314.572864321608,-3.5527136788005E-15,-26.7029011483573,-1.19599599657013,1.11119555148967,1.04377867188986,0.00192619655999457,11.0566502533689,14.685346471619
"Census Tract 1042.03, Los Angeles County, California","Census Tract 1042.03","06037104203","00","06","037",,"104203",,,,,,,,1162,1141,21,1158,1085,73,4,56,-52,0.345423143350604,5.16129032258065,-71.2328767123288,4.44089209850063E-15,4.49674345048589,-4.49674345048588,4874,681,219,128,110,1,2961,774,5210,2077,330,26,69,10,2457,241,-336,-1396,-111,102,41,-9,504,533,-6.44913627639156,-67.2123254694271,-33.6363636363636,392.307692307692,59.4202898550725,-90,20.5128205128205,221.161825726141,3.5527136788005E-15,-25.8935461538643,-1.84074374821313,2.12713942207349,0.932497005143828,-0.171421550520329,13.5916142451978,11.2544607801827
"Census Tract 1042.04, Los Angeles County, California","Census Tract 1042.04","06037104204","00","06","037",,"104204",,,,,,,,717,710,7,753,723,30,-36,-13,-23,-4.7808764940239,-1.79806362378976,-76.6666666666667,-8.88178419700125E-16,3.00777364739091,-3.00777364739091,3304,614,199,46,230,2,1598,615,3375,1784,293,16,273,2,911,96,-71,-1170,-94,30,-43,0,687,519,-2.1037037037037,-65.5829596412556,-32.0819112627986,187.5,-15.7509157509158,0,75.4116355653128,540.625,5.32907051820075E-15,-34.2757241503004,-2.65847906017398,0.918177741906556,-1.12762980898574,0.00127342839207246,21.3730248408215,15.7693570083401
"Census Tract 1043.10, Los Angeles County, California","Census Tract 1043.10","06037104310","00","06","037",,"104310",,,,,,,,885,857,28,931,886,45,-46,-29,-17,-4.94092373791622,-3.27313769751693,-37.7777777777778,-3.5527136788005E-15,1.66967054439974,-1.66967054439974,4396,618,116,138,30,2,2535,957,4921,2284,213,36,10,3,2185,190,-525,-1666,-97,102,20,-1,350,767,-10.6685633001422,-72.9422066549913,-45.5399061032864,283.333333333333,200,-33.3333333333333,16.0183066361556,403.684210526316,1.06581410364015E-14,-32.3550958649852,-1.68962602754088,2.40765884413219,0.479227851001234,-0.0154673134894389,13.2645156530507,17.9087868578314
"Census Tract 1043.21, Los Angeles County, California","Census Tract 1043.21","06037104321","00","06","037",,"104321",,,,,,,,744,710,34,812,755,57,-68,-45,-23,-8.3743842364532,-5.96026490066225,-40.3508771929825,9.76996261670138E-15,2.44981196037927,-2.44981196037926,3009,396,95,105,87,1,1703,622,3438,1415,139,35,77,0,1674,98,-429,-1019,-44,70,10,1,29,524,-12.478184991274,-72.0141342756184,-31.6546762589928,200,12.987012987013,,1.73237753882915,534.69387755102,-3.5527136788005E-15,-27.9971313517273,-0.885853202463581,2.47149766523582,0.651651792731172,0.0332336324360253,7.90577656211122,17.8208249016766
"Census Tract 1043.22, Los Angeles County, California","Census Tract 1043.22","06037104322","00","06","037",,"104322",,,,,,,,499,472,27,547,510,37,-48,-38,-10,-8.77513711151737,-7.45098039215686,-27.027027027027,-4.21884749357559E-15,1.35334654684139,-1.3533465468414,2233,299,112,65,34,3,1267,453,2560,1154,241,14,6,0,1032,113,-327,-855,-129,51,28,3,235,340,-12.7734375,-74.0901213171577,-53.5269709543568,364.285714285714,466.666666666667,,22.7713178294574,300.884955752212,-8.88178419700125E-15,-31.6880667823556,-4.39838851880878,2.36400722122705,1.28824031571876,0.134348410210479,16.4273119122257,15.8725474417824
"Census Tract 1044.01, Los Angeles County, California","Census Tract 1044.01","06037104401","00","06","037",,"104401",,,,,,,,663,644,19,725,682,43,-62,-38,-24,-8.55172413793103,-5.57184750733138,-55.8139534883721,1.77635683940025E-15,3.06527279346752,-3.06527279346752,3022,428,23,92,16,2,1851,610,3357,1382,9,57,20,1,1771,117,-335,-954,14,35,-4,1,80,493,-9.97914804885314,-69.0303907380608,155.555555555556,61.4035087719298,-20,100,4.51722190852626,421.367521367521,-1.06581410364015E-14,-27.004903175541,0.492988859179245,1.34639690231126,-0.0663193378633148,0.036392835224637,8.49539086516178,16.7000530515274
"Census Tract 1044.03, Los Angeles County, California","Census Tract 1044.03","06037104403","00","06","037",,"104403",,,,,,,,665,643,22,717,657,60,-52,-14,-38,-7.25244072524407,-2.13089802130898,-63.3333333333333,1.77635683940025E-15,5.05993016012836,-5.05993016012835,2947,416,17,89,80,0,1887,458,3282,1451,16,45,32,0,1624,114,-335,-1035,1,44,48,0,263,344,-10.2071907373553,-71.3301171605789,6.25,97.7777777777778,150,,16.1945812807882,301.754385964912,0,-30.0947968239218,0.089350204206883,1.64890518601323,1.73960980780298,0,14.549195031376,12.0677365945227
"Census Tract 1044.04, Los Angeles County, California","Census Tract 1044.04","06037104404","00","06","037",,"104404",,,,,,,,692,676,16,694,662,32,-2,14,-16,-0.288184438040346,2.11480362537764,-50,4.44089209850063E-15,2.29881228032184,-2.29881228032183,3082,544,29,87,30,0,1848,544,3236,1333,45,31,23,0,1665,139,-154,-789,-16,56,7,0,183,405,-4.75896168108776,-59.1897974493623,-35.5555555555556,180.645161290323,30.4347826086957,,10.990990990991,291.36690647482,1.06581410364015E-14,-23.5419546006197,-0.449658249302742,1.86486950425494,0.262639882759578,0,8.50865386080829,13.3554496020997
"Census Tract 1045, Los Angeles County, California","Census Tract 1045","06037104500","00","06","037",,"104500",,,,,,,,674,653,21,748,685,63,-74,-32,-42,-9.89304812834225,-4.67153284671533,-66.6666666666667,-1.77635683940025E-15,5.30673289008077,-5.30673289008077,3151,604,22,76,49,4,1830,566,3293,1588,24,39,25,4,1433,180,-142,-984,-2,37,24,0,397,386,-4.31217734588521,-61.9647355163728,-8.33333333333333,94.8717948717949,96,0,27.7041172365666,214.444444444444,-3.5527136788005E-15,-29.0549864724641,-0.0306276558866249,1.22760232195796,0.795875732671257,0.00547404296526207,14.5602507574273,12.4964112733289
"Census Tract 1046.10, Los Angeles County, California","Census Tract 1046.10","06037104610","00","06","037",,"104610",,,,,,,,754,725,29,785,729,56,-31,-4,-27,-3.94904458598726,-0.548696844993141,-48.2142857142857,1.33226762955019E-15,3.28760411562959,-3.28760411562959,3645,680,57,78,37,4,2141,648,3672,1623,28,35,17,17,1819,133,-27,-943,29,43,20,-13,322,515,-0.735294117647059,-58.1022797288971,103.571428571429,122.857142857143,117.647058823529,-76.4705882352941,17.7020340846619,387.218045112782,0,-25.543653675462,0.801258775114984,1.18675865407892,0.552126200274349,-0.353223593964335,9.20096021947874,14.1557734204793
"Census Tract 1046.20, Los Angeles County, California","Census Tract 1046.20","06037104620","00","06","037",,"104620",,,,,,,,707,694,13,796,722,74,-89,-28,-61,-11.1809045226131,-3.8781163434903,-82.4324324324324,4.44089209850063E-15,7.45772710795847,-7.45772710795846,3200,579,18,64,29,0,1848,662,3539,1563,31,55,12,0,1782,96,-339,-984,-13,9,17,0,66,566,-9.57897711217858,-62.9558541266795,-41.9354838709677,16.3636363636364,141.666666666667,,3.7037037037037,589.583333333333,3.5527136788005E-15,-26.0712683667703,-0.31345365922577,0.445888669115569,0.56717116417067,0,7.39679287934445,17.9748693133654
"Census Tract 1047.01, Los Angeles County, California","Census Tract 1047.01","06037104701","00","06","037",,"104701",,,,,,,,1096,1078,18,931,900,31,165,178,-13,17.7228786251343,19.7777777777778,-41.9354838709677,4.21884749357559E-15,1.68741718738975,-1.68741718738975,4601,934,141,81,44,0,2581,820,4208,1800,166,31,19,0,2004,188,393,-866,-25,50,25,0,577,632,9.3393536121673,-48.1111111111111,-15.0602409638554,161.290322580645,131.578947368421,,28.7924151696607,336.170212765957,7.105427357601E-15,-22.4757306024562,-0.880315735626988,1.02379483547551,0.504792932268816,0,8.4729266162175,13.3545319541214
"Census Tract 1047.03, Los Angeles County, California","Census Tract 1047.03","06037104703","00","06","037",,"104703",,,,,,,,655,618,37,583,557,27,72,61,10,12.3499142367067,10.951526032316,37.037037037037,-0.171526586620927,-1.18916370968798,1.01763712306705,2572,466,104,37,109,0,1361,495,2395,1151,55,22,6,0,1059,102,177,-685,49,15,103,0,302,393,7.39039665970772,-59.5134665508254,89.0909090909091,68.1818181818182,1716.66666666667,,28.5174693106704,385.294117647059,3.5527136788005E-15,-29.9402591583684,1.74709493923642,0.519988831060043,3.98742520219353,0,8.69889966460712,14.9868505212713
"Census Tract 1047.04, Los Angeles County, California","Census Tract 1047.04","06037104704","00","06","037",,"104704",,,,,,,,1325,1288,37,1160,1117,42,165,171,-5,14.2241379310345,15.3088630259624,-11.9047619047619,0.0862068965517281,0.914443721535463,-0.828236824983735,4760,972,424,93,242,3,2212,814,4221,1732,584,28,146,18,1570,143,539,-760,-160,65,96,-15,642,671,12.7694859038143,-43.8799076212471,-27.3972602739726,232.142857142857,65.7534246575342,-83.3333333333333,40.8917197452229,469.230769230769,8.88178419700125E-15,-20.6127625179425,-4.92802095962763,1.29043159552378,1.62513761723595,-0.363414022325348,9.27561074180917,13.7130175453266
"Census Tract 1048.21, Los Angeles County, California","Census Tract 1048.21","06037104821","00","06","037",,"104821",,,,,,,,875,859,16,834,760,74,41,99,-58,4.91606714628297,13.0263157894737,-78.3783783783784,5.32907051820075E-15,7.04433025008565,-7.04433025008565,3498,558,58,54,134,5,2154,535,3514,1784,51,17,65,0,1439,158,-16,-1226,7,37,69,5,715,377,-0.455321570859419,-68.7219730941704,13.7254901960784,217.647058823529,106.153846153846,,49.6872828353023,238.607594936709,-1.06581410364015E-14,-34.8163825950791,0.206752830221221,1.0599601105502,1.98101655291763,0.142938822184105,20.6275608177435,10.7981534614625
"Census Tract 1048.22, Los Angeles County, California","Census Tract 1048.22","06037104822","00","06","037",,"104822",,,,,,,,619,612,7,614,562,52,5,50,-45,0.814332247557003,8.89679715302491,-86.5384615384615,4.44089209850063E-15,7.33819915488363,-7.33819915488362,2345,281,25,89,160,5,1387,398,2277,892,27,22,164,4,1036,132,68,-611,-2,67,-4,1,351,266,2.98638559508125,-68.4977578475336,-7.40740740740741,304.545454545455,-2.4390243902439,25,33.8803088803089,201.515151515152,0,-27.1914097871269,-0.119672669964688,2.82912559356427,-0.379431657822313,0.0375498753175586,13.648658645414,11.175180000618
"Census Tract 1048.23, Los Angeles County, California","Census Tract 1048.23","06037104823","00","06","037",,"104823",,,,,,,,704,681,23,642,573,69,62,108,-46,9.65732087227414,18.848167539267,-66.6666666666667,-7.99360577730113E-15,7.48061809685641,-7.48061809685641,3024,555,40,46,385,14,1382,602,2910,1392,34,34,87,14,1201,148,114,-837,6,12,298,0,181,454,3.91752577319588,-60.1293103448276,17.6470588235294,35.2941176470588,342.528735632184,0,15.0707743547044,306.756756756757,5.32907051820075E-15,-29.4818769432172,0.154366443026237,0.352779141438935,9.741790759832,-0.0181366933944254,4.42958053782796,14.8214967544864
"Census Tract 1048.24, Los Angeles County, California","Census Tract 1048.24","06037104824","00","06","037",,"104824",,,,,,,,464,453,11,490,455,35,-26,-2,-24,-5.30612244897959,-0.43956043956044,-68.5714285714286,2.66453525910038E-15,4.77216748768473,-4.77216748768473,2207,390,23,48,42,1,1318,385,2418,1006,2,15,18,5,1320,52,-211,-616,21,33,24,-4,-2,333,-8.7262200165426,-61.2326043737575,1050,220,133.333333333333,-80,-0.151515151515152,640.384615384615,1.77635683940025E-15,-23.9335852575252,0.959425663812001,1.55455065711289,1.15861892174797,-0.16147208877086,5.12850494872507,15.2939571548982
"Census Tract 1060.10, Los Angeles County, California","Census Tract 1060.10","06037106010","00","06","037",,"106010",,,,,,,,1012,980,32,962,930,32,50,50,0,5.1975051975052,5.37634408602151,0,-4.16333634234434E-15,0.164347990434943,-0.164347990434947,3390,925,130,69,201,4,1314,747,3152,1666,182,24,185,2,946,147,238,-741,-52,45,16,2,368,600,7.5507614213198,-44.4777911164466,-28.5714285714286,187.5,8.64864864864865,100,38.9006342494715,408.163265306122,-7.105427357601E-15,-25.5691942560232,-1.93930341553988,1.27397691029154,0.0599141997214857,0.0545423236452391,8.7483715915727,17.3716926463322
"Census Tract 1060.20, Los Angeles County, California","Census Tract 1060.20","06037106020","00","06","037",,"106020",,,,,,,,1438,1404,34,1433,1385,48,5,19,-14,0.348918353105373,1.37184115523466,-29.1666666666667,8.32667268468867E-15,0.985221196765695,-0.985221196765687,5557,1460,94,137,214,2,2469,1181,5557,3190,154,60,199,6,1734,214,0,-1730,-60,77,15,-4,735,967,0,-54.2319749216301,-38.961038961039,128.333333333333,7.53768844221105,-66.6666666666667,42.3875432525952,451.869158878505,7.105427357601E-15,-31.1319057045168,-1.07971927298902,1.38563973366925,0.269929818247256,-0.0719812848659349,13.2265610941155,17.4014756163398
"Census Tract 1061.11, Los Angeles County, California","Census Tract 1061.11","06037106111","00","06","037",,"106111",,,,,,,,1357,1312,45,1345,1312,32,12,0,13,0.892193308550186,0,40.625,0.0743494423791892,-0.862606942386024,0.936956384765213,4331,1408,156,103,348,0,1496,820,4337,2448,221,58,326,10,1079,194,-6,-1040,-65,45,22,-10,417,626,-0.138344477749596,-42.483660130719,-29.4117647058824,77.5862068965517,6.74846625766871,-100,38.6468952734013,322.680412371134,0.0230574129582628,-23.9347339456174,-1.49374875788902,1.04087369653878,0.518379196431856,-0.230574129582661,9.66272770526248,14.4601336478142
"Census Tract 1061.12, Los Angeles County, California","Census Tract 1061.12","06037106112","00","06","037",,"106112",,,,,,,,1619,1579,40,1501,1463,39,118,116,1,7.86142571618921,7.92891319207109,2.56410256410256,-0.0666222518321133,0.0609846678290227,-0.127606919661136,6201,1502,166,190,550,3,2530,1260,5966,2964,244,65,563,6,1867,258,235,-1462,-78,125,-13,-3,663,1002,3.93898759637948,-49.3252361673414,-31.9672131147541,192.307692307692,-2.30905861456483,-50,35.5115158007499,388.372093023256,-0.0167616493463001,-25.4596289688226,-1.41285485784819,1.97451472443724,-0.567271410540501,-0.0521906024154615,9.50587165901621,15.994797806827
"Census Tract 1061.13, Los Angeles County, California","Census Tract 1061.13","06037106113","00","06","037",,"106113",,,,,,,,993,983,10,884,850,34,109,133,-24,12.3303167420814,15.6470588235294,-70.5882352941177,2.22044604925031E-15,2.83910450073592,-2.83910450073592,3939,1010,106,73,285,0,1618,847,3493,1889,98,55,157,4,1163,127,446,-879,8,18,128,-4,455,720,12.7683939307186,-46.5325569084171,8.16326530612245,32.7272727272727,81.5286624203822,-100,39.1229578675838,566.929133858268,-3.5527136788005E-15,-28.4385621058968,-0.114572887842199,0.278684522419517,2.74063522540675,-0.114514743773261,7.7812535817655,17.8670764079205
"Census Tract 1061.14, Los Angeles County, California","Census Tract 1061.14","06037106114","00","06","037",,"106114",,,,,,,,1890,1823,67,1622,1500,122,268,323,-55,16.5228113440197,21.5333333333333,-45.0819672131148,8.88178419700125E-16,3.9766047534235,-3.9766047534235,6643,1158,255,206,448,14,3348,1214,5880,2738,241,63,142,2,2412,282,763,-1580,14,143,306,12,936,932,12.9761904761905,-57.7063550036523,5.80912863070539,226.984126984127,215.492957746479,600,38.8059701492537,330.496453900709,-1.77635683940025E-15,-29.1327426650323,-0.260012329483954,2.02958000903206,4.32897500412177,0.176734550511459,9.37850798907551,13.4789574417754
"Census Tract 1064.03, Los Angeles County, California","Census Tract 1064.03","06037106403","00","06","037",,"106403",,,,,,,,863,834,29,863,817,46,0,17,-17,0,2.08078335373317,-36.9565217391304,-4.88498130835069E-15,1.96987253765932,-1.96987253765933,3704,660,22,121,93,1,2025,782,3825,2013,57,41,59,0,1502,153,-121,-1353,-35,80,34,1,523,629,-3.16339869281046,-67.2131147540984,-61.4035087719298,195.121951219512,57.6271186440678,,34.8202396804261,411.111111111111,3.5527136788005E-15,-34.8088764663533,-0.896243594630077,2.19484323607053,0.968315475938395,0.0269978401727862,15.4026524936829,17.1123110151188
"Census Tract 1064.05, Los Angeles County, California","Census Tract 1064.05","06037106405","00","06","037",,"106405",,,,,,,,1177,1158,19,1174,1118,56,3,40,-37,0.255536626916525,3.5778175313059,-66.0714285714286,1.33226762955019E-15,3.15574345888473,-3.15574345888473,3968,848,178,84,168,4,1921,765,3966,1890,243,53,134,3,1502,141,2,-1042,-65,31,34,1,419,624,0.0504286434694907,-55.1322751322751,-26.7489711934156,58.4905660377358,25.3731343283582,33.3333333333333,27.896138482024,442.553191489362,8.88178419700125E-15,-26.2841003367332,-1.64119308476892,0.780576431929465,0.855151855286061,0.0251634864086672,10.5403871415093,15.7240145063687
"Census Tract 1064.06, Los Angeles County, California","Census Tract 1064.06","06037106406","00","06","037",,"106406",,,,,,,,1774,1740,34,1656,1350,306,118,390,-272,7.1256038647343,28.8888888888889,-88.8888888888889,3.5527136788005E-15,16.5616881525415,-16.5616881525415,6173,1624,190,116,409,3,2628,1203,4944,2726,168,70,318,2,1456,204,1229,-1102,22,46,91,1,1172,999,24.8584142394822,-40.4255319148936,13.0952380952381,65.7142857142857,28.6163522012579,50,80.4945054945055,489.705882352941,1.77635683940025E-15,-28.8294244640901,-0.32013827834651,0.463293536892313,0.193588898727468,0.00814566199919579,13.1226549274767,15.3618797173409
"Census Tract 1064.07, Los Angeles County, California","Census Tract 1064.07","06037106407","00","06","037",,"106407",,,,,,,,896,874,22,872,822,50,24,52,-28,2.75229357798165,6.32603406326034,-56,7.105427357601E-15,3.27858781127131,-3.2785878112713,2909,601,217,62,94,1,1547,387,2933,1493,217,36,77,10,986,114,-24,-892,0,26,17,-9,561,273,-0.818274803954995,-59.7454789015405,0,72.2222222222222,22.0779220779221,-90,56.8965517241379,239.473684210526,0,-30.2434911370558,0.0610400936604458,0.903904397711371,0.606052650362507,-0.306571760728928,19.5623303391886,9.41673541686176
"Census Tract 1064.08, Los Angeles County, California","Census Tract 1064.08","06037106408","00","06","037",,"106408",,,,,,,,1001,985,16,996,915,81,5,70,-65,0.502008032128514,7.65027322404372,-80.2469135802469,0,6.53412852208033,-6.53412852208033,3440,548,83,105,112,0,2025,567,3463,1653,140,40,150,0,1352,128,-23,-1105,-57,65,-38,0,673,439,-0.664164019636154,-66.8481548699335,-40.7142857142857,162.5,-25.3333333333333,,49.7781065088757,342.96875,1.06581410364015E-14,-31.8029467661458,-1.62994681315434,1.89725772115856,-1.07569052239959,0,19.824985393764,12.7863409867772
"Census Tract 1065.10, Los Angeles County, California","Census Tract 1065.10","06037106510","00","06","037",,"106510",,,,,,,,1756,1728,28,1552,1455,97,204,273,-69,13.1443298969072,18.7628865979381,-71.1340206185567,8.88178419700125E-16,4.65546697038724,-4.65546697038724,5791,1516,308,123,459,3,2239,1143,5126,2438,362,64,391,5,1613,253,665,-922,-54,59,68,-2,626,890,12.9730784237222,-37.8178835110747,-14.9171270718232,92.1875,17.3913043478261,-40,38.8096714197148,351.778656126482,3.5527136788005E-15,-21.3828984971567,-1.7434388515606,0.875448623878739,0.298312266676674,-0.0457374187737197,7.19641245079193,14.8019014261437
"Census Tract 1065.20, Los Angeles County, California","Census Tract 1065.20","06037106520","00","06","037",,"106520",,,,,,,,1453,1422,31,1463,1395,68,-10,27,-37,-0.683526999316473,1.93548387096774,-54.4117647058823,-3.10862446895044E-15,2.51446673368649,-2.5144667336865,5670,1331,76,133,95,1,2881,1153,5837,3075,80,67,80,0,2278,257,-167,-1744,-4,66,15,1,603,896,-2.86105876306322,-56.7154471544715,-5,98.5074626865672,18.75,,26.4705882352941,348.63813229572,5.32907051820075E-15,-29.2067450270865,-0.0301790650714185,1.19782908944008,0.30491793669225,0.017636684303351,11.7843900991637,15.9321502825586
"Census Tract 1066.03, Los Angeles County, California","Census Tract 1066.03","06037106603","00","06","037",,"106603",,,,,,,,995,977,18,992,965,27,3,12,-9,0.30241935483871,1.24352331606218,-33.3333333333333,-3.10862446895044E-15,0.912728967417731,-0.912728967417734,2998,1788,91,17,572,4,179,347,2979,1944,97,12,599,0,161,166,19,-156,-6,5,-27,4,18,181,0.637797918764686,-8.02469135802469,-6.18556701030928,41.6666666666667,-4.50751252086811,,11.1801242236025,109.036144578313,-4.44089209850063E-15,-5.61703774318831,-0.220769312248224,0.164224958297139,-1.02803233933957,0.133422281521014,0.56614894432251,6.00204321063544
"Census Tract 1066.04, Los Angeles County, California","Census Tract 1066.04","06037106604","00","06","037",,"106604",,,,,,,,1314,1272,42,1265,1205,60,49,67,-18,3.87351778656126,5.56016597510373,-30,-1.04360964314765E-14,1.54673597198909,-1.5467359719891,5378,1112,209,150,226,9,2665,1007,5020,2514,121,75,185,8,1924,193,358,-1402,88,75,41,1,741,814,7.13147410358566,-55.7677008750994,72.7272727272727,100,22.1621621621622,12.5,38.5135135135135,421.761658031088,-3.5527136788005E-15,-29.4028497390135,1.47584448372371,1.2951170402066,0.5170467257041,0.00798590687454718,11.2270442217741,14.8798113607304
"Census Tract 1066.41, Los Angeles County, California","Census Tract 1066.41","06037106641","00","06","037",,"106641",,,,,,,,791,768,23,787,774,13,4,-6,10,0.508259212198221,-0.775193798449612,76.9230769230769,-7.99360577730113E-15,-1.25586931762507,1.25586931762506,2330,1599,40,12,382,1,88,208,2317,1703,58,6,376,1,87,86,13,-104,-18,6,6,0,1,122,0.561070349589987,-6.10687022900763,-31.0344827586207,100,1.59574468085106,0,1.14942528735632,141.860465116279,-3.5527136788005E-15,-4.87360635422822,-0.786498746899665,0.256065913262858,0.16696890495887,-0.000240802725145919,0.021968617847927,5.21534246778337
"Census Tract 1066.42, Los Angeles County, California","Census Tract 1066.42","06037106642","00","06","037",,"106642",,,,,,,,1081,1055,26,1095,1069,26,-14,-14,0,-1.27853881278539,-1.30963517305893,0,-6.93889390390723E-16,-0.030751164784848,0.0307511647848473,3316,1947,100,27,436,2,332,472,3236,2368,117,11,421,1,179,139,80,-421,-17,16,15,1,153,333,2.47218788627936,-17.7787162162162,-14.5299145299145,145.454545454545,3.56294536817102,100,85.4748603351955,239.568345323741,3.5527136788005E-15,-14.4614417716253,-0.59989323965461,0.474308182524405,0.138482780421106,0.029411282302087,4.48054233062605,9.93859043540626
"Census Tract 1066.43, Los Angeles County, California","Census Tract 1066.43","06037106643","00","06","037",,"106643",,,,,,,,1355,1316,39,1344,1312,32,11,4,7,0.818452380952381,0.304878048780488,21.875,-2.77555756156289E-15,-0.497276401335445,0.497276401335442,4084,2639,148,23,701,0,190,383,4320,3085,129,14,786,0,152,154,-236,-446,19,9,-85,0,38,229,-5.46296296296296,-14.4570502431118,14.7286821705426,64.2857142857143,-10.8142493638677,,25,148.701298701299,0,-6.79401548953459,0.637787027968223,0.239099285377444,-1.02989988029165,0,1.13378314651576,5.81324590996481
"Census Tract 1066.45, Los Angeles County, California","Census Tract 1066.45","06037106645","00","06","037",,"106645",,,,,,,,1209,1194,15,1205,1172,33,4,22,-18,0.33195020746888,1.87713310580205,-54.5454545454545,8.88178419700125E-16,1.49789442253637,-1.49789442253637,3501,2260,104,7,469,1,260,400,3389,2512,123,11,482,0,138,123,112,-252,-19,-4,-13,1,122,277,3.3048096783712,-10.031847133758,-15.4471544715447,-36.3636363636364,-2.69709543568465,,88.4057971014493,225.20325203252,1.77635683940025E-15,-9.5691750677145,-0.658809366021039,-0.124636648518161,-0.826311986568101,0.0285632676378178,3.35445194641096,7.79591785477302
"Census Tract 1066.46, Los Angeles County, California","Census Tract 1066.46","06037106646","00","06","037",,"106646",,,,,,,,985,962,23,964,933,31,21,29,-8,2.17842323651452,3.10825294748124,-25.8064516129032,-4.88498130835069E-15,0.880742254144107,-0.880742254144112,3367,1543,105,15,701,4,500,499,3237,1920,127,17,578,3,450,142,130,-377,-22,-2,123,1,50,357,4.01606425702811,-19.6354166666667,-17.3228346456693,-11.7647058823529,21.280276816609,33.3333333333333,11.1111111111111,251.408450704225,3.5527136788005E-15,-13.4870339689617,-0.804882732593576,-0.079677188110923,2.96368127693429,0.0261217128687008,0.948253960302153,10.433536939561
"Census Tract 1066.48, Los Angeles County, California","Census Tract 1066.48","06037106648","00","06","037",,"106648",,,,,,,,1285,1264,21,1005,938,67,280,326,-46,27.8606965174129,34.7547974413646,-68.6567164179104,-7.105427357601E-15,5.03242542153047,-5.03242542153048,4815,849,135,133,150,10,2623,915,3890,1935,116,36,63,0,1597,143,925,-1086,19,97,87,10,1026,772,23.7789203084833,-56.1240310077519,16.3793103448276,269.444444444444,138.095238095238,,64.2454602379461,539.86013986014,5.32907051820075E-15,-32.1105318373656,-0.178266823631166,1.83675158232494,1.49572752244352,0.207684319833853,13.421612516584,15.3270227198104
