geoid,population,heat_days,heat_perc,FIPS,FIPS_2,nation,state,county,countysubdivision,censustract,place,congressionaldistrict116th,statelegislativedistrictuppercha,statelegislativedistrictlowercha,metropolitanstatisticalareamicro,combinedstatisticalarea,tot_housing,housing_occupied,housing_vacant,tot_pop,tot_white,tot_bla,tot_native,tot_asian,tot_haw,tot_other,tot_twomore,_merge2
06037124104,2492,78.75,49.589375,06037124104,6037124104,0,6,37,,124104,,,,,,,1048,1019,29,2519,741,159,51,116,5,1054,393,Matched (3)
06037124105,2538,78.75,49.589375,06037124105,6037124105,0,6,37,,124105,,,,,,,929,900,29,2425,899,87,51,133,1,849,405,Matched (3)
06037124201,3348,103.98333,59.938408,06037124201,6037124201,0,6,37,,124201,,,,,,,1186,1142,44,3391,1278,98,45,288,1,1038,643,Matched (3)
06037124203,2384,81.916664,50.866161,06037124203,6037124203,0,6,37,,124203,,,,,,,883,848,35,2450,818,66,105,94,0,1027,340,Matched (3)
06037124204,2192,81.916664,50.866161,06037124204,6037124204,0,6,37,,124204,,,,,,,1100,1040,60,2753,961,144,90,125,14,1052,367,Matched (3)
06037124300,2988,78.558334,49.262157,06037124300,6037124300,0,6,37,,124300,,,,,,,1410,1330,80,3830,1316,124,65,207,2,1472,644,Matched (3)
06037124400,4858,78.75,49.589375,06037124400,6037124400,0,6,37,,124400,,,,,,,1718,1654,64,4308,2962,153,20,172,3,578,420,Matched (3)
06037124500,2925,78.75,49.589375,06037124500,6037124500,0,6,37,,124500,,,,,,,1269,1208,61,2880,1851,148,20,213,2,350,296,Matched (3)
06037124600,2691,78.75,49.589375,06037124600,6037124600,0,6,37,,124600,,,,,,,1406,1345,61,3223,2189,177,16,260,3,232,346,Matched (3)
06037124700,5539,78.75,49.589375,06037124700,6037124700,0,6,37,,124700,,,,,,,2475,2384,91,5343,3788,338,32,333,6,327,519,Matched (3)
06037124902,2706,78.75,49.589375,06037124902,6037124902,0,6,37,,124902,,,,,,,1574,1530,44,2893,1676,213,33,245,6,388,332,Matched (3)
06037124903,3499,78.75,49.589375,06037124903,6037124903,0,6,37,,124903,,,,,,,1743,1662,81,3630,2205,277,31,254,6,400,457,Matched (3)
06037125200,3907,78.75,49.589375,06037125200,6037125200,0,6,37,,125200,,,,,,,2062,1893,169,4014,2250,285,43,285,5,635,511,Matched (3)
06037125310,4313,81.916664,50.866161,06037125310,6037125310,0,6,37,,125310,,,,,,,2436,2238,198,4941,2159,577,105,340,10,977,773,Matched (3)
06037125402,4889,81.916664,50.866161,06037125402,6037125402,0,6,37,,125402,,,,,,,2166,2091,75,4076,2414,345,43,322,8,387,557,Matched (3)
06037125501,3052,78.558334,49.262157,06037125501,6037125501,0,6,37,,125501,,,,,,,1700,1642,58,3249,1939,246,38,234,7,389,396,Matched (3)
06037125502,3488,78.558334,49.262157,06037125502,6037125502,0,6,37,,125502,,,,,,,2003,1915,88,3572,2307,264,20,314,0,284,383,Matched (3)
06037125600,2811,78.558334,49.262157,06037125600,6037125600,0,6,37,,125600,,,,,,,1283,1216,67,2599,1921,102,18,145,7,142,264,Matched (3)
06037127102,5779,105.85833,60.798149,06037127102,6037127102,0,6,37,,127102,,,,,,,1833,1763,70,5450,1513,351,89,579,13,2069,836,Matched (3)
06037127103,3109,103.30833,59.264725,06037127103,6037127103,0,6,37,,127103,,,,,,,1283,1232,51,3203,1056,195,40,199,5,1297,411,Matched (3)
06037127104,3821,110.33334,62.69088,06037127104,6037127104,0,6,37,,127104,,,,,,,1396,1343,53,4140,1643,175,39,262,8,1520,493,Matched (3)
06037127210,5838,105.85833,60.798149,06037127210,6037127210,0,6,37,,127210,,,,,,,1948,1878,70,5453,1625,367,139,639,4,2049,630,Matched (3)
06037127220,5045,105.85833,60.798149,06037127220,6037127220,0,6,37,,127220,,,,,,,1734,1684,50,4993,1403,238,106,543,5,2152,546,Matched (3)
06037127300,3809,105.85833,60.798149,06037127300,6037127300,0,6,37,,127300,,,,,,,1389,1358,31,3735,1340,203,89,435,13,1163,492,Matched (3)
06037127400,6558,105.85833,60.798149,06037127400,6037127400,0,6,37,,127400,,,,,,,1853,1768,85,5529,1380,259,168,273,4,2568,877,Matched (3)
06037127520,4870,105.85833,60.798149,06037127520,6037127520,0,6,37,,127520,,,,,,,1426,1349,77,4226,679,262,104,328,10,2343,500,Matched (3)
06037127603,3068,105.85833,60.798149,06037127603,6037127603,0,6,37,,127603,,,,,,,915,898,17,2949,695,93,91,172,8,1356,534,Matched (3)
06037127604,3157,105.85833,60.798149,06037127604,6037127604,0,6,37,,127604,,,,,,,1319,1265,54,3194,1069,204,68,305,1,1111,436,Matched (3)
06037127605,4329,105.88333,61.061211,06037127605,6037127605,0,6,37,,127605,,,,,,,1112,1031,81,3314,734,158,95,147,6,1734,440,Matched (3)
06037127606,3322,105.88333,61.061211,06037127606,6037127606,0,6,37,,127606,,,,,,,1122,1088,34,3253,1073,178,84,278,5,1142,493,Matched (3)
06037127711,3588,105.88333,61.061211,06037127711,6037127711,0,6,37,,127711,,,,,,,1188,1147,41,3434,1214,156,50,213,2,1257,542,Matched (3)
06037127712,3560,105.85833,60.798149,06037127712,6037127712,0,6,37,,127712,,,,,,,1581,1470,111,3894,1258,274,76,264,16,1358,648,Matched (3)
06037127803,4790,105.85833,60.798149,06037127803,6037127803,0,6,37,,127803,,,,,,,1866,1777,89,5076,1547,311,71,405,7,2108,627,Matched (3)
06037127804,4352,105.85833,60.798149,06037127804,6037127804,0,6,37,,127804,,,,,,,1784,1707,77,4422,1468,361,57,482,3,1377,674,Matched (3)
06037127805,3627,105.85833,60.798149,06037127805,6037127805,0,6,37,,127805,,,,,,,1104,1085,19,3514,1074,209,48,234,6,1450,493,Matched (3)
06037127806,3293,105.88333,61.061211,06037127806,6037127806,0,6,37,,127806,,,,,,,1351,1312,39,3505,1140,204,81,273,5,1302,500,Matched (3)
06037127910,5097,105.85833,60.798149,06037127910,6037127910,0,6,37,,127910,,,,,,,1618,1560,58,5209,1383,164,86,316,3,2421,836,Matched (3)
06037127920,4716,110.33334,62.69088,06037127920,6037127920,0,6,37,,127920,,,,,,,1389,1358,31,4212,1680,125,50,245,9,1593,510,Matched (3)
06037128101,3735,110.35,62.73579,06037128101,6037128101,0,6,37,,128101,,,,,,,1309,1278,31,3635,1784,91,40,178,18,1030,494,Matched (3)
06037128102,4625,105.88333,61.061211,06037128102,6037128102,0,6,37,,128102,,,,,,,1518,1468,50,4874,1345,269,141,278,9,2140,692,Matched (3)
06037128210,5008,77.85833,48.915691,06037128210,6037128210,0,6,37,,128210,,,,,,,1610,1555,55,4809,1082,303,133,196,4,2454,637,Matched (3)
06037128220,2912,83.616669,51.546257,06037128220,6037128220,0,6,37,,128220,,,,,,,1258,1218,40,3087,1549,151,53,151,12,803,368,Matched (3)
06037128302,5000,77.85833,48.915691,06037128302,6037128302,0,6,37,,128302,,,,,,,1511,1455,56,4654,1081,203,118,214,0,2229,809,Matched (3)
06037128303,4176,77.85833,48.915691,06037128303,6037128303,0,6,37,,128303,,,,,,,1234,1201,33,3876,723,122,108,203,0,2113,607,Matched (3)
06037128400,4502,77.85833,48.915691,06037128400,6037128400,0,6,37,,128400,,,,,,,1853,1794,59,4516,2413,257,51,371,3,728,693,Matched (3)
06037128500,4108,77.85833,48.915691,06037128500,6037128500,0,6,37,,128500,,,,,,,2116,2033,83,4294,2729,246,38,378,4,405,494,Matched (3)
06037128601,4369,83.616669,51.546257,06037128601,6037128601,0,6,37,,128601,,,,,,,1750,1695,55,4379,2002,243,44,215,2,1270,603,Matched (3)
06037128602,3472,83.616669,51.546257,06037128602,6037128602,0,6,37,,128602,,,,,,,1447,1401,46,3422,2267,145,21,231,4,342,412,Matched (3)
06037128801,3419,77.85833,48.915691,06037128801,6037128801,0,6,37,,128801,,,,,,,2122,2022,100,3805,2207,375,14,404,5,364,436,Matched (3)
06037128802,4670,77.85833,48.915691,06037128802,6037128802,0,6,37,,128802,,,,,,,2230,2097,133,4673,2770,312,36,491,2,454,608,Matched (3)
06037128910,4657,77.85833,48.915691,06037128910,6037128910,0,6,37,,128910,,,,,,,1974,1874,100,4384,2800,259,26,439,12,290,558,Matched (3)
06037131100,3197,123.44167,73.097649,06037131100,6037131100,0,6,37,,131100,,,,,,,1083,1057,26,3264,1533,106,35,336,5,722,527,Matched (3)
06037131200,3417,123.44167,73.097649,06037131200,6037131200,0,6,37,,131200,,,,,,,1177,1133,44,3549,1667,141,35,394,2,775,535,Matched (3)
06037131300,5102,123.44167,73.097649,06037131300,6037131300,0,6,37,,131300,,,,,,,1238,1207,31,4854,1288,162,78,688,8,1771,859,Matched (3)
06037131400,6367,123.44167,73.097649,06037131400,6037131400,0,6,37,,131400,,,,,,,1963,1912,51,6149,1957,348,84,1157,20,1685,898,Matched (3)
06037131600,5336,123.44167,73.097649,06037131600,6037131600,0,6,37,,131600,,,,,,,1507,1453,54,5366,1716,171,119,729,8,1804,819,Matched (3)
06037131701,5587,123.44167,73.097649,06037131701,6037131701,0,6,37,,131701,,,,,,,1810,1776,34,4794,1464,314,85,1028,4,1258,641,Matched (3)
06037131702,3770,123.44167,73.097649,06037131702,6037131702,0,6,37,,131702,,,,,,,1135,1101,34,3602,1157,200,81,466,0,1164,534,Matched (3)
06037131900,4597,123.44167,73.097649,06037131900,6037131900,0,6,37,,131900,,,,,,,1433,1405,28,4382,1805,122,44,505,0,1218,688,Matched (3)
06037132001,3463,127.43333,77.973824,06037132001,6037132001,0,6,37,,132001,,,,,,,1203,1181,22,3335,1712,152,31,296,0,685,459,Matched (3)
06037132002,3354,127.43333,77.973824,06037132002,6037132002,0,6,37,,132002,,,,,,,1136,1097,39,3193,1570,77,50,270,7,737,482,Matched (3)
06037132101,4645,127.925,78.48069,06037132101,6037132101,0,6,37,,132101,,,,,,,1631,1569,62,4330,1597,249,39,464,2,1382,597,Matched (3)
06037132102,5401,123.94167,73.745667,06037132102,6037132102,0,6,37,,132102,,,,,,,2208,2073,135,5618,2013,349,74,608,5,1716,853,Matched (3)
06037132501,4566,123.44167,73.097649,06037132501,6037132501,0,6,37,,132501,,,,,,,1317,1269,48,4357,1703,177,94,490,2,1300,591,Matched (3)
06037132502,3922,123.44167,73.097649,06037132502,6037132502,0,6,37,,132502,,,,,,,1562,1526,36,4252,1756,152,54,558,0,1211,521,Matched (3)
06037132700,4873,127.43333,77.973824,06037132700,6037132700,0,6,37,,132700,,,,,,,1591,1546,45,5038,1787,164,120,378,2,1831,756,Matched (3)
06037132900,3885,127.43333,77.973824,06037132900,6037132900,0,6,37,,132900,,,,,,,1356,1317,39,3538,2198,110,27,290,1,410,502,Matched (3)
06037133000,4778,123.44167,73.097649,06037133000,6037133000,0,6,37,,133000,,,,,,,1292,1246,46,4424,1480,200,64,519,10,1378,773,Matched (3)
06037134001,3864,127.26667,77.499039,06037134001,6037134001,0,6,37,,134001,,,,,,,963,943,20,3708,569,93,140,411,0,2011,484,Matched (3)
06037134002,3665,127.26667,77.499039,06037134002,6037134002,0,6,37,,134002,,,,,,,1141,1093,48,3483,917,198,60,569,7,1135,597,Matched (3)
06037134101,5579,128.46666,78.878479,06037134101,6037134101,0,6,37,,134101,,,,,,,1490,1456,34,4991,1442,209,64,1302,5,1364,605,Matched (3)
06037134103,4659,127.26667,77.499039,06037134103,6037134103,0,6,37,,134103,,,,,,,1347,1299,48,4294,1494,155,68,834,15,1150,578,Matched (3)
06037134104,4618,127.26667,77.499039,06037134104,6037134104,0,6,37,,134104,,,,,,,1408,1371,37,4429,1034,270,95,1252,15,1250,513,Matched (3)
06037134201,4735,127.26667,77.499039,06037134201,6037134201,0,6,37,,134201,,,,,,,1250,1215,35,4271,1355,141,82,661,2,1319,711,Matched (3)
06037134302,4112,127.28333,77.646606,06037134302,6037134302,0,6,37,,134302,,,,,,,1262,1233,29,3746,1802,129,23,729,4,495,564,Matched (3)
06037134303,5942,127.26667,77.499039,06037134303,6037134303,0,6,37,,134303,,,,,,,1837,1790,47,5166,2263,174,78,891,11,853,896,Matched (3)
06037134304,3042,127.26667,77.499039,06037134304,6037134304,0,6,37,,134304,,,,,,,889,881,8,3001,1215,133,17,688,4,545,399,Matched (3)
06037134305,4183,127.26667,77.499039,06037134305,6037134305,0,6,37,,134305,,,,,,,1081,1068,13,3769,478,144,94,273,5,2137,638,Matched (3)
06037134306,4305,127.26667,77.499039,06037134306,6037134306,0,6,37,,134306,,,,,,,1271,1202,69,3553,928,231,59,629,3,1153,550,Matched (3)
06037134421,4234,103.15833,58.995255,06037134421,6037134421,0,6,37,,134421,,,,,,,1423,1394,29,3851,2675,90,7,498,0,106,475,Matched (3)
06037134422,4924,127.28333,77.646606,06037134422,6037134422,0,6,37,,134422,,,,,,,1679,1640,39,4959,2748,221,27,977,5,373,608,Matched (3)
06037134423,3539,127.28333,77.646606,06037134423,6037134423,0,6,37,,134423,,,,,,,1264,1220,44,3338,2097,99,22,517,3,212,388,Matched (3)
06037134424,2916,103.15833,58.995255,06037134424,6037134424,0,6,37,,134424,,,,,,,989,970,19,2862,1949,75,5,542,1,74,216,Matched (3)
06037134520,6065,127.26667,77.499039,06037134520,6037134520,0,6,37,,134520,,,,,,,2130,1898,232,5601,1212,197,195,503,4,2699,791,Matched (3)
06037134521,3691,127.26667,77.499039,06037134521,6037134521,0,6,37,,134521,,,,,,,751,727,24,2972,313,60,143,139,4,1926,387,Matched (3)
06037134522,4167,127.26667,77.499039,06037134522,6037134522,0,6,37,,134522,,,,,,,1345,1284,61,4015,823,156,98,371,2,1894,671,Matched (3)
06037134710,5836,127.26667,77.499039,06037134710,6037134710,0,6,37,,134710,,,,,,,1600,1576,24,5183,1063,202,128,567,10,2525,688,Matched (3)
06037134720,5074,128.46666,78.878479,06037134720,6037134720,0,6,37,,134720,,,,,,,1650,1619,31,5011,1354,287,91,981,11,1655,632,Matched (3)
06037134901,3140,133.00833,81.509048,06037134901,6037134901,0,6,37,,134901,,,,,,,1207,1164,43,3266,1879,138,50,294,5,493,407,Matched (3)
06037134904,4043,131.88333,80.982933,06037134904,6037134904,0,6,37,,134904,,,,,,,1480,1450,30,4368,1489,231,58,411,4,1453,722,Matched (3)
06037134905,4552,131.88333,80.982933,06037134905,6037134905,0,6,37,,134905,,,,,,,3050,2768,282,5219,2840,734,15,709,3,339,579,Matched (3)
06037135102,3726,131.88333,80.982933,06037135102,6037135102,0,6,37,,135102,,,,,,,1265,1231,34,3612,2123,162,17,470,10,321,509,Matched (3)
06037135111,3313,131.88333,80.982933,06037135111,6037135111,0,6,37,,135111,,,,,,,1198,1164,34,3118,1743,145,13,409,4,365,439,Matched (3)
06037135113,3485,129.39166,79.609909,06037135113,6037135113,0,6,37,,135113,,,,,,,1515,1399,116,3240,1625,333,12,609,0,259,402,Matched (3)
06037135201,2788,131.90834,81.034264,06037135201,6037135201,0,6,37,,135201,,,,,,,865,843,22,2592,1621,77,20,410,1,171,292,Matched (3)
06037135202,4708,104.45,60.0154,06037135202,6037135202,0,6,37,,135202,,,,,,,1513,1471,42,4399,2683,110,24,716,6,277,583,Matched (3)
06037137103,5382,129.39166,79.609909,06037137103,6037137103,0,6,37,,137103,,,,,,,2530,2423,107,4951,3005,324,31,707,2,308,574,Matched (3)
06037137104,2754,129.39166,79.609909,06037137104,6037137104,0,6,37,,137104,,,,,,,1094,1065,29,2725,2081,89,7,200,0,77,271,Matched (3)
06037137301,2271,129.40834,79.686897,06037137301,6037137301,0,6,37,,137301,,,,,,,803,759,44,2238,1651,57,12,180,1,85,252,Matched (3)
06037137302,4449,97.966667,57.025536,06037137302,6037137302,0,6,37,,137302,,,,,,,1610,1547,63,4341,3196,111,17,473,4,139,401,Matched (3)
06037137401,4299,129.39166,79.609909,06037137401,6037137401,0,6,37,,137401,,,,,,,2068,1853,215,4708,3293,195,30,385,4,208,593,Matched (3)
06037137402,5365,129.40834,79.686897,06037137402,6037137402,0,6,37,,137402,,,,,,,2163,2088,75,5663,4090,300,12,432,0,248,581,Matched (3)
06037137501,4915,130.27499,80.187347,06037137501,6037137501,0,6,37,,137501,,,,,,,2146,2023,123,4662,3130,382,15,393,3,272,467,Matched (3)
06037137502,4549,129.39166,79.609909,06037137502,6037137502,0,6,37,,137502,,,,,,,1752,1676,76,4441,3221,154,11,322,4,223,506,Matched (3)
06037137504,2155,130.27499,80.187347,06037137504,6037137504,0,6,37,,137504,,,,,,,727,689,38,1920,1544,51,1,108,0,36,180,Matched (3)
06037138000,4780,129.39166,79.609909,06037138000,6037138000,0,6,37,,138000,,,,,,,1890,1819,71,4575,3582,125,11,313,0,114,430,Matched (3)
06037139001,5639,124.38333,74.226868,06037139001,6037139001,0,6,37,,139001,,,,,,,2191,2119,72,5125,3304,262,35,383,9,458,674,Matched (3)
06037139200,5662,124.38333,74.226868,06037139200,6037139200,0,6,37,,139200,,,,,,,2348,2274,74,5519,3583,251,39,432,6,503,705,Matched (3)
06037139301,4445,130.27499,80.187347,06037139301,6037139301,0,6,37,,139301,,,,,,,1695,1618,77,4692,3391,166,16,384,0,279,456,Matched (3)
06037139302,5000,124.38333,74.226868,06037139302,6037139302,0,6,37,,139302,,,,,,,2109,2015,94,4734,2267,398,47,432,5,932,653,Matched (3)
06037139303,4260,124.38333,74.226868,06037139303,6037139303,0,6,37,,139303,,,,,,,2037,1967,70,4481,2496,299,27,332,6,767,554,Matched (3)
06037139401,2706,124.38333,74.226868,06037139401,6037139401,0,6,37,,139401,,,,,,,1359,1281,78,2894,1834,165,25,220,6,293,351,Matched (3)
06037139402,2899,130.27499,80.187347,06037139402,6037139402,0,6,37,,139402,,,,,,,984,939,45,2782,2323,53,0,136,2,55,213,Matched (3)
06037139502,2917,124.38333,74.226868,06037139502,6037139502,0,6,37,,139502,,,,,,,1277,1229,48,3118,2507,53,12,141,3,126,276,Matched (3)
06037139504,3998,124.38333,74.226868,06037139504,6037139504,0,6,37,,139504,,,,,,,1946,1863,83,3742,2666,206,15,228,3,205,419,Matched (3)
06037139600,5060,124.38333,74.226868,06037139600,6037139600,0,6,37,,139600,,,,,,,2539,2344,195,5185,3814,228,20,397,7,208,511,Matched (3)
06037139701,5320,124.625,74.592583,06037139701,6037139701,0,6,37,,139701,,,,,,,2264,2115,149,5438,4219,143,13,413,3,179,468,Matched (3)
06037139703,2861,124.38333,74.226868,06037139703,6037139703,0,6,37,,139703,,,,,,,1011,956,55,2693,2191,41,3,180,1,43,234,Matched (3)
06037139801,3488,124.38333,74.226868,06037139801,6037139801,0,6,37,,139801,,,,,,,1313,1252,61,3523,2957,77,2,161,5,36,285,Matched (3)
06037139802,4126,130.27499,80.187347,06037139802,6037139802,0,6,37,,139802,,,,,,,1411,1350,61,3858,3193,75,5,231,0,53,301,Matched (3)
06037141101,4674,78.75,49.589375,06037141101,6037141101,0,6,37,,141101,,,,,,,2800,2639,161,4903,3389,285,29,341,5,300,554,Matched (3)
06037141102,3074,78.75,49.589375,06037141102,6037141102,0,6,37,,141102,,,,,,,1466,1408,58,3023,2161,171,6,190,2,129,364,Matched (3)
06037141201,4583,83.616669,51.546257,06037141201,6037141201,0,6,37,,141201,,,,,,,2217,2143,74,4289,2847,292,23,316,7,298,506,Matched (3)
06037141202,2674,83.616669,51.546257,06037141202,6037141202,0,6,37,,141202,,,,,,,1491,1432,59,2922,2188,102,8,179,2,127,316,Matched (3)
06037141303,3477,77.85833,48.915691,06037141303,6037141303,0,6,37,,141303,,,,,,,1774,1703,71,3191,2116,204,11,284,8,213,355,Matched (3)
06037141304,2995,77.85833,48.915691,06037141304,6037141304,0,6,37,,141304,,,,,,,1578,1495,83,3015,2245,141,8,187,2,152,280,Matched (3)
06037141400,5099,77.85833,48.915691,06037141400,6037141400,0,6,37,,141400,,,,,,,2059,1953,106,4705,3450,167,10,393,3,224,458,Matched (3)
06037141500,2982,77.875,49.011932,06037141500,6037141500,0,6,37,,141500,,,,,,,1166,1115,51,3089,2511,48,4,230,5,47,244,Matched (3)
06037141600,4178,77.85833,48.915691,06037141600,6037141600,0,6,37,,141600,,,,,,,1745,1656,89,4088,3291,58,2,304,2,55,376,Matched (3)
06037141700,3161,83.616669,51.546257,06037141700,6037141700,0,6,37,,141700,,,,,,,1354,1237,117,3096,2448,70,2,226,3,63,284,Matched (3)
06037143200,4085,81.916664,50.866161,06037143200,6037143200,0,6,37,,143200,,,,,,,2268,2159,109,4377,2713,298,32,390,5,364,575,Matched (3)
06037143500,5482,78.75,49.589375,06037143500,6037143500,0,6,37,,143500,,,,,,,2488,2376,112,5197,3881,176,12,357,1,182,588,Matched (3)
06037143602,4769,78.75,49.589375,06037143602,6037143602,0,6,37,,143602,,,,,,,2405,2308,97,4740,3488,209,14,373,4,197,455,Matched (3)
06037143603,2392,81.916664,50.866161,06037143603,6037143603,0,6,37,,143603,,,,,,,1422,1360,62,2482,1666,131,16,257,5,138,269,Matched (3)
06037143700,3811,81.974998,50.930321,06037143700,6037143700,0,6,37,,143700,,,,,,,2106,1896,210,3800,2813,133,3,313,7,104,427,Matched (3)
06037143901,4069,78.783333,49.736942,06037143901,6037143901,0,6,37,,143901,,,,,,,1738,1621,117,4319,3374,105,5,304,0,135,396,Matched (3)
06037143902,2766,78.75,49.589375,06037143902,6037143902,0,6,37,,143902,,,,,,,1440,1345,95,2979,2316,81,11,209,0,88,274,Matched (3)
06037181000,6458,111.78333,63.717438,06037181000,6037181000,0,6,37,,181000,,,,,,,2345,2236,109,6132,2820,96,73,1510,5,594,1034,Matched (3)
06037181300,4059,92.116669,55.100735,06037181300,6037181300,0,6,37,,181300,,,,,,,1392,1341,51,3613,1466,71,52,1010,5,409,600,Matched (3)
06037181400,4943,92.116669,55.100735,06037181400,6037181400,0,6,37,,181400,,,,,,,1645,1564,81,4134,1564,94,37,1195,3,621,620,Matched (3)
06037181500,3956,111.78333,63.717438,06037181500,6037181500,0,6,37,,181500,,,,,,,1390,1331,59,3653,1550,66,51,718,4,598,666,Matched (3)
06037181600,4631,93.908333,55.767994,06037181600,6037181600,0,6,37,,181600,,,,,,,1085,1008,77,4247,1955,131,39,877,15,611,619,Matched (3)
06037183101,3323,115.98333,65.501091,06037183101,6037183101,0,6,37,,183101,,,,,,,1413,1338,75,3659,1358,67,52,370,2,1026,784,Matched (3)
06037183103,4355,111.625,63.544209,06037183103,6037183103,0,6,37,,183103,,,,,,,1544,1461,83,3839,992,105,90,424,4,1482,742,Matched (3)
06037183104,2146,115.98333,65.501091,06037183104,6037183104,0,6,37,,183104,,,,,,,818,793,25,2095,774,41,43,377,1,467,392,Matched (3)
06037183220,4155,111.81667,63.788013,06037183220,6037183220,0,6,37,,183220,,,,,,,1206,1157,49,3682,894,55,74,484,1,1620,554,Matched (3)
06037183221,3522,116.16666,65.545998,06037183221,6037183221,0,6,37,,183221,,,,,,,1064,1020,44,2901,1046,69,57,274,4,892,559,Matched (3)
06037183222,3493,93.908333,55.767994,06037183222,6037183222,0,6,37,,183222,,,,,,,1379,1305,74,3303,1249,70,55,597,7,712,613,Matched (3)
06037183300,3487,93.908333,55.767994,06037183300,6037183300,0,6,37,,183300,,,,,,,1042,991,51,3083,895,14,50,546,0,1053,525,Matched (3)
06037183401,2531,93.908333,55.767994,06037183401,6037183401,0,6,37,,183401,,,,,,,862,823,39,2226,741,37,18,426,1,629,374,Matched (3)
06037183402,3006,93.908333,55.767994,06037183402,6037183402,0,6,37,,183402,,,,,,,1071,1008,63,2997,872,56,45,864,8,630,522,Matched (3)
06037183510,2577,80.474998,50.275887,06037183510,6037183510,0,6,37,,183510,,,,,,,782,756,26,2368,726,20,91,169,0,926,436,Matched (3)
06037183520,3758,80.474998,50.275887,06037183520,6037183520,0,6,37,,183520,,,,,,,1216,1156,60,3450,970,64,46,202,0,1582,586,Matched (3)
