geoid,population,heat_days,heat_perc,FIPS,FIPS_2,nation,state,county,countysubdivision,censustract,place,congressionaldistrict116th,statelegislativedistrictuppercha,statelegislativedistrictlowercha,metropolitanstatisticalareamicro,combinedstatisticalarea,tot_housing,housing_occupied,housing_vacant,tot_pop,tot_white,tot_bla,tot_native,tot_asian,tot_haw,tot_other,tot_twomore,_merge2
06037480102,4487,122.40833,71.917107,06037480102,6037480102,0,6,37,,480102,,,,,,,1522,1455,67,4325,768,78,37,2520,1,459,462,Matched (3)
06037480201,3787,122.40833,71.917107,06037480201,6037480201,0,6,37,,480201,,,,,,,1392,1353,39,3923,1352,24,22,1677,2,270,576,Matched (3)
06037480202,2553,122.40833,71.917107,06037480202,6037480202,0,6,37,,480202,,,,,,,944,893,51,2518,673,6,16,1239,0,151,433,Matched (3)
06037480302,4672,123.75,73.559608,06037480302,6037480302,0,6,37,,480302,,,,,,,1811,1696,115,4380,991,121,66,1832,4,689,677,Matched (3)
06037480303,4103,111.625,63.544209,06037480303,6037480303,0,6,37,,480303,,,,,,,1507,1439,68,3806,616,123,48,1713,4,839,463,Matched (3)
06037480304,4506,111.625,63.544209,06037480304,6037480304,0,6,37,,480304,,,,,,,1928,1835,93,4263,498,130,40,2396,6,723,470,Matched (3)
06037480400,5538,123.75,73.559608,06037480400,6037480400,0,6,37,,480400,,,,,,,2430,2309,121,5698,1293,128,87,2512,3,841,834,Matched (3)
06037480500,5108,111.625,63.544209,06037480500,6037480500,0,6,37,,480500,,,,,,,2269,2155,114,5543,2667,76,40,1556,10,283,911,Matched (3)
06037480702,4284,111.625,63.544209,06037480702,6037480702,0,6,37,,480702,,,,,,,1799,1720,79,4723,1410,133,21,2155,0,314,690,Matched (3)
06037480703,3612,111.625,63.544209,06037480703,6037480703,0,6,37,,480703,,,,,,,1370,1306,64,3410,1351,46,16,1177,3,226,591,Matched (3)
06037480704,4619,111.625,63.544209,06037480704,6037480704,0,6,37,,480704,,,,,,,2028,1949,79,4843,1613,122,58,1879,3,442,726,Matched (3)
06037480802,3162,111.625,63.544209,06037480802,6037480802,0,6,37,,480802,,,,,,,1054,1024,30,3079,512,44,55,1204,1,723,540,Matched (3)
06037480803,3699,111.625,63.544209,06037480803,6037480803,0,6,37,,480803,,,,,,,1303,1254,49,3418,719,42,70,1033,3,804,747,Matched (3)
06037480804,4892,111.625,63.544209,06037480804,6037480804,0,6,37,,480804,,,,,,,1946,1853,93,4866,701,110,43,2243,12,1052,705,Matched (3)
06037480901,5407,111.625,63.544209,06037480901,6037480901,0,6,37,,480901,,,,,,,1733,1658,75,4611,548,99,59,2368,11,975,551,Matched (3)
06037480902,4109,111.625,63.544209,06037480902,6037480902,0,6,37,,480902,,,,,,,1460,1413,47,4024,440,52,52,2138,4,955,383,Matched (3)
06037480903,3248,111.625,63.544209,06037480903,6037480903,0,6,37,,480903,,,,,,,1046,1005,41,3023,254,29,30,1859,5,509,337,Matched (3)
06037481001,4369,123.75,73.559608,06037481001,6037481001,0,6,37,,481001,,,,,,,1609,1507,102,4271,549,43,45,2603,0,692,339,Matched (3)
06037481002,5646,123.75,73.559608,06037481002,6037481002,0,6,37,,481002,,,,,,,2389,2276,113,5878,848,160,80,2860,4,1159,767,Matched (3)
06037481101,4513,122.40833,71.917107,06037481101,6037481101,0,6,37,,481101,,,,,,,1523,1451,72,4100,670,84,68,1988,2,856,432,Matched (3)
06037481102,4000,122.40833,71.917107,06037481102,6037481102,0,6,37,,481102,,,,,,,1570,1487,83,4083,473,118,33,2292,4,719,444,Matched (3)
06037481103,4926,122.40833,71.917107,06037481103,6037481103,0,6,37,,481103,,,,,,,1755,1681,74,5340,468,31,67,3334,5,889,546,Matched (3)
06037481201,3910,122.40833,71.917107,06037481201,6037481201,0,6,37,,481201,,,,,,,1244,1189,55,3786,525,36,30,2384,2,467,342,Matched (3)
06037481300,3299,122.40833,71.917107,06037481300,6037481300,0,6,37,,481300,,,,,,,845,827,18,2938,243,3,27,2027,2,393,243,Matched (3)
06037481401,6267,122.40833,71.917107,06037481401,6037481401,0,6,37,,481401,,,,,,,1938,1854,84,5725,360,28,30,4487,4,481,335,Matched (3)
06037481500,4489,122.40833,71.917107,06037481500,6037481500,0,6,37,,481500,,,,,,,1566,1514,52,4344,437,43,13,3199,2,350,300,Matched (3)
06037481603,3486,122.40833,71.917107,06037481603,6037481603,0,6,37,,481603,,,,,,,1362,1316,46,3737,358,71,26,2480,1,480,321,Matched (3)
06037481604,3701,123.75,73.559608,06037481604,6037481604,0,6,37,,481604,,,,,,,1390,1352,38,3863,454,57,33,2241,3,670,405,Matched (3)
06037481605,2831,123.75,73.559608,06037481605,6037481605,0,6,37,,481605,,,,,,,1095,1059,36,3178,396,22,33,1831,1,503,392,Matched (3)
06037481606,5013,123.75,73.559608,06037481606,6037481606,0,6,37,,481606,,,,,,,1680,1616,64,4824,395,58,73,3281,7,616,394,Matched (3)
06037481711,4246,122.40833,71.917107,06037481711,6037481711,0,6,37,,481711,,,,,,,1504,1450,54,4606,201,31,9,3944,2,248,171,Matched (3)
06037481712,5329,122.40833,71.917107,06037481712,6037481712,0,6,37,,481712,,,,,,,1723,1670,53,5076,239,12,23,4054,1,463,284,Matched (3)
06037481713,2736,123.75,73.559608,06037481713,6037481713,0,6,37,,481713,,,,,,,1053,931,122,2731,138,13,24,2221,4,187,144,Matched (3)
06037481714,2739,124.48333,74.41935,06037481714,6037481714,0,6,37,,481714,,,,,,,971,935,36,2485,89,14,3,2108,3,168,100,Matched (3)
06037481800,2558,113.05833,64.115234,06037481800,6037481800,0,6,37,,481800,,,,,,,917,883,34,2587,334,22,36,1645,1,203,346,Matched (3)
06037481901,5775,113.05833,64.115234,06037481901,6037481901,0,6,37,,481901,,,,,,,2011,1957,54,5721,1037,93,115,2156,11,1109,1200,Matched (3)
06037481902,3443,113.05833,64.115234,06037481902,6037481902,0,6,37,,481902,,,,,,,1229,1193,36,3297,518,90,57,1383,8,663,578,Matched (3)
06037482001,2650,101.36667,58.244579,06037482001,6037482001,0,6,37,,482001,,,,,,,1065,1020,45,2719,252,3,6,2037,2,154,265,Matched (3)
06037482002,6760,101.36667,58.244579,06037482002,6037482002,0,6,37,,482002,,,,,,,2728,2588,140,7194,691,77,71,4375,4,1152,824,Matched (3)
06037482101,4750,113.05833,64.115234,06037482101,6037482101,0,6,37,,482101,,,,,,,1624,1570,54,4771,356,31,52,3261,2,616,453,Matched (3)
06037482102,2943,101.36667,58.244579,06037482102,6037482102,0,6,37,,482102,,,,,,,1005,974,31,2846,361,22,33,1721,11,314,384,Matched (3)
06037482201,4076,127.43333,77.973824,06037482201,6037482201,0,6,37,,482201,,,,,,,1371,1309,62,3808,236,33,13,2944,3,389,190,Matched (3)
06037482202,5087,126.95,76.928017,06037482202,6037482202,0,6,37,,482202,,,,,,,1678,1618,60,5184,271,32,18,4098,2,499,264,Matched (3)
06037482301,4941,122.40833,71.917107,06037482301,6037482301,0,6,37,,482301,,,,,,,1420,1373,47,4989,244,39,44,3586,16,700,360,Matched (3)
06037482303,6156,122.40833,71.917107,06037482303,6037482303,0,6,37,,482303,,,,,,,1571,1524,47,5482,328,29,59,3596,0,1060,410,Matched (3)
06037482304,3216,122.40833,71.917107,06037482304,6037482304,0,6,37,,482304,,,,,,,936,908,28,3409,228,10,72,1836,0,990,273,Matched (3)
06037482401,3670,122.40833,71.917107,06037482401,6037482401,0,6,37,,482401,,,,,,,987,969,18,3535,197,8,36,2281,2,597,414,Matched (3)
06037482502,3310,126.95,76.928017,06037482502,6037482502,0,6,37,,482502,,,,,,,896,871,25,3213,164,15,54,2369,4,420,187,Matched (3)
06037482503,4293,126.95,76.928017,06037482503,6037482503,0,6,37,,482503,,,,,,,1089,1054,35,3957,183,19,36,2711,0,740,268,Matched (3)
06037482521,5842,114.575,64.634933,06037482521,6037482521,0,6,37,,482521,,,,,,,1626,1561,65,5577,555,74,80,3141,1,1003,723,Matched (3)
06037482522,4478,114.575,64.634933,06037482522,6037482522,0,6,37,,482522,,,,,,,1628,1583,45,4455,730,89,68,1786,6,1054,722,Matched (3)
06037482600,6262,115.71667,65.347107,06037482600,6037482600,0,6,37,,482600,,,,,,,2560,2490,70,7182,693,48,79,4790,5,768,799,Matched (3)
06037482701,4323,101.36667,58.244579,06037482701,6037482701,0,6,37,,482701,,,,,,,1429,1375,54,4096,526,26,59,1463,5,1304,713,Matched (3)
06037482702,2373,101.36667,58.244579,06037482702,6037482702,0,6,37,,482702,,,,,,,835,806,29,2404,271,7,44,1221,4,453,404,Matched (3)
06037500100,4840,107.875,61.46542,06037500100,6037500100,0,6,37,,500100,,,,,,,1305,1235,70,3729,1933,30,32,717,8,396,613,Matched (3)
06037500202,4988,108.75,62.030029,06037500202,6037500202,0,6,37,,500202,,,,,,,1678,1631,47,4982,2077,61,80,637,11,798,1318,Matched (3)
06037500300,2973,117.425,67.150009,06037500300,6037500300,0,6,37,,500300,,,,,,,1168,1157,11,3024,979,71,42,397,2,666,867,Matched (3)
06037500402,4856,117.70834,67.586296,06037500402,6037500402,0,6,37,,500402,,,,,,,1250,1223,27,4566,791,34,99,103,1,2332,1206,Matched (3)
06037500403,3829,122.1,71.506485,06037500403,6037500403,0,6,37,,500403,,,,,,,1070,1055,15,4025,747,44,90,289,3,1643,1209,Matched (3)
06037500404,4551,114.575,64.634933,06037500404,6037500404,0,6,37,,500404,,,,,,,1351,1318,33,4767,1139,23,133,415,5,1832,1220,Matched (3)
06037500500,2703,114.575,64.634933,06037500500,6037500500,0,6,37,,500500,,,,,,,926,909,17,2954,656,14,81,168,1,1291,743,Matched (3)
06037500600,4912,114.575,64.634933,06037500600,6037500600,0,6,37,,500600,,,,,,,1414,1344,70,5438,1145,28,142,120,2,2753,1248,Matched (3)
06037500700,7150,117.70834,67.586296,06037500700,6037500700,0,6,37,,500700,,,,,,,1784,1763,21,6582,1493,41,177,144,8,2970,1749,Matched (3)
06037500800,5362,102.5,58.732193,06037500800,6037500800,0,6,37,,500800,,,,,,,1473,1444,29,5333,1040,51,111,151,7,2428,1545,Matched (3)
06037500900,6363,117.70834,67.586296,06037500900,6037500900,0,6,37,,500900,,,,,,,1683,1653,30,5602,1367,52,257,211,10,2295,1410,Matched (3)
06037501001,3046,102.5,58.732193,06037501001,6037501001,0,6,37,,501001,,,,,,,763,746,17,3023,715,23,120,36,31,1401,697,Matched (3)
06037501002,5013,104.58334,60.105221,06037501002,6037501002,0,6,37,,501002,,,,,,,1451,1422,29,4882,1290,45,140,144,10,1875,1378,Matched (3)
06037501200,4864,122.13333,71.58989,06037501200,6037501200,0,6,37,,501200,,,,,,,1551,1514,37,5114,1376,44,129,145,16,2023,1381,Matched (3)
06037501400,3669,97.041664,56.61491,06037501400,6037501400,0,6,37,,501400,,,,,,,1343,1271,72,3826,1155,90,69,88,7,1584,833,Matched (3)
06037501501,2272,117.73333,67.714615,06037501501,6037501501,0,6,37,,501501,,,,,,,935,870,65,2411,1000,60,52,195,0,524,580,Matched (3)
06037501503,5280,97.041664,56.61491,06037501503,6037501503,0,6,37,,501503,,,,,,,2111,2030,81,5215,1688,100,140,170,13,2004,1100,Matched (3)
06037501504,3369,97.041664,56.61491,06037501504,6037501504,0,6,37,,501504,,,,,,,1656,1535,121,3580,1088,66,96,278,13,1325,714,Matched (3)
06037501600,7769,108.75,62.030029,06037501600,6037501600,0,6,37,,501600,,,,,,,2390,2317,73,6863,2609,114,149,554,15,1616,1806,Matched (3)
06037501700,3425,97.041664,56.61491,06037501700,6037501700,0,6,37,,501700,,,,,,,1429,1366,63,4114,1690,53,63,176,9,967,1156,Matched (3)
06037501802,3311,97.041664,56.61491,06037501802,6037501802,0,6,37,,501802,,,,,,,1294,1234,60,3438,1332,48,89,109,4,1058,798,Matched (3)
06037501803,4427,97.041664,56.61491,06037501803,6037501803,0,6,37,,501803,,,,,,,1627,1562,65,4687,1098,91,101,139,15,2300,943,Matched (3)
06037501804,2175,97.041664,56.61491,06037501804,6037501804,0,6,37,,501804,,,,,,,808,763,45,2247,645,40,76,37,9,879,561,Matched (3)
06037501900,4153,97.041664,56.61491,06037501900,6037501900,0,6,37,,501900,,,,,,,1382,1360,22,4336,1469,31,85,145,5,1455,1146,Matched (3)
06037502003,2634,97.041664,56.61491,06037502003,6037502003,0,6,37,,502003,,,,,,,814,796,18,2745,675,39,64,80,2,1302,583,Matched (3)
06037502004,4251,97.041664,56.61491,06037502004,6037502004,0,6,37,,502004,,,,,,,1042,1017,25,4088,1111,53,141,124,5,1913,741,Matched (3)
06037502005,4930,97.041664,56.61491,06037502005,6037502005,0,6,37,,502005,,,,,,,1293,1259,34,4382,1265,79,123,136,1,1726,1052,Matched (3)
06037502100,5036,104.58334,60.105221,06037502100,6037502100,0,6,37,,502100,,,,,,,1594,1572,22,5079,1513,54,142,146,12,1966,1246,Matched (3)
06037502200,6937,104.58334,60.105221,06037502200,6037502200,0,6,37,,502200,,,,,,,1878,1853,25,6477,1614,51,215,127,7,2786,1677,Matched (3)
06037502401,4957,102.5,58.732193,06037502401,6037502401,0,6,37,,502401,,,,,,,1335,1310,25,4772,794,45,95,227,2,2188,1421,Matched (3)
06037502402,3874,102.5,58.732193,06037502402,6037502402,0,6,37,,502402,,,,,,,1005,993,12,3789,880,24,108,62,3,1786,926,Matched (3)
06037502500,4274,102.5,58.732193,06037502500,6037502500,0,6,37,,502500,,,,,,,1120,1094,26,4124,853,50,88,86,1,1975,1071,Matched (3)
06037502602,4477,102.5,58.732193,06037502602,6037502602,0,6,37,,502602,,,,,,,1415,1339,76,4377,975,77,87,170,0,1880,1188,Matched (3)
06037502700,6919,104.58334,60.105221,06037502700,6037502700,0,6,37,,502700,,,,,,,2066,2045,21,7682,1708,201,259,341,13,3151,2009,Matched (3)
06037502801,6468,102.59167,58.847683,06037502801,6037502801,0,6,37,,502801,,,,,,,1811,1791,20,6347,1731,100,167,265,16,2199,1869,Matched (3)
06037502901,5816,97.041664,56.61491,06037502901,6037502901,0,6,37,,502901,,,,,,,1417,1410,7,5449,1292,60,142,259,22,2140,1534,Matched (3)
06037503000,5606,80.23333,49.910175,06037503000,6037503000,0,6,37,,503000,,,,,,,1273,1248,25,5675,1026,49,117,155,14,3248,1066,Matched (3)
06037503103,5204,80.23333,49.910175,06037503103,6037503103,0,6,37,,503103,,,,,,,1158,1131,27,4774,966,49,138,288,12,2224,1097,Matched (3)
06037503104,2542,80.23333,49.910175,06037503104,6037503104,0,6,37,,503104,,,,,,,635,628,7,2561,639,9,66,89,10,1264,484,Matched (3)
06037503105,4228,80.23333,49.910175,06037503105,6037503105,0,6,37,,503105,,,,,,,1109,1026,83,3618,890,96,86,318,10,1333,885,Matched (3)
06037503106,4091,80.23333,49.910175,06037503106,6037503106,0,6,37,,503106,,,,,,,1141,1089,52,3822,1143,66,93,256,7,1424,833,Matched (3)
06037503201,4144,97.741669,56.961376,06037503201,6037503201,0,6,37,,503201,,,,,,,1172,1141,31,4002,1325,64,76,239,5,1337,956,Matched (3)
06037503202,5028,97.741669,56.961376,06037503202,6037503202,0,6,37,,503202,,,,,,,1318,1294,24,4350,1255,65,123,259,16,1651,981,Matched (3)
06037503301,3374,97.041664,56.61491,06037503301,6037503301,0,6,37,,503301,,,,,,,1102,1092,10,3488,1338,44,106,112,1,958,929,Matched (3)
06037503302,6784,97.741669,56.961376,06037503302,6037503302,0,6,37,,503302,,,,,,,1935,1889,46,6295,1743,118,161,284,10,2370,1609,Matched (3)
06037503401,6492,105.26667,60.297703,06037503401,6037503401,0,6,37,,503401,,,,,,,2478,2419,59,7036,2963,104,106,619,21,1372,1851,Matched (3)
06037503402,4129,109.20834,62.228924,06037503402,6037503402,0,6,37,,503402,,,,,,,1484,1456,28,4631,1812,58,95,336,22,1112,1196,Matched (3)
06037503501,6444,97.741669,56.961376,06037503501,6037503501,0,6,37,,503501,,,,,,,2027,1989,38,6485,1999,98,168,309,10,2218,1683,Matched (3)
06037503502,4655,83.974998,51.745159,06037503502,6037503502,0,6,37,,503502,,,,,,,1292,1273,19,4297,1489,59,96,243,14,1166,1230,Matched (3)
06037503601,4151,80.23333,49.910175,06037503601,6037503601,0,6,37,,503601,,,,,,,1285,1254,31,4189,1776,113,71,472,12,812,933,Matched (3)
06037503602,4212,83.974998,51.745159,06037503602,6037503602,0,6,37,,503602,,,,,,,1266,1244,22,3838,1689,45,19,653,0,586,846,Matched (3)
06037503701,4840,83.974998,51.745159,06037503701,6037503701,0,6,37,,503701,,,,,,,1661,1618,43,4941,2093,100,101,253,10,1256,1128,Matched (3)
06037503702,5516,77.241669,48.511486,06037503702,6037503702,0,6,37,,503702,,,,,,,1806,1752,54,5453,2342,104,96,507,26,1185,1193,Matched (3)
06037503801,3851,83.974998,51.745159,06037503801,6037503801,0,6,37,,503801,,,,,,,1272,1237,35,4085,1564,127,84,716,6,824,764,Matched (3)
06037503802,4900,83.974998,51.745159,06037503802,6037503802,0,6,37,,503802,,,,,,,1769,1735,34,5139,1740,82,55,1467,18,837,940,Matched (3)
06037503901,2942,83.974998,51.745159,06037503901,6037503901,0,6,37,,503901,,,,,,,877,863,14,2799,1036,66,33,567,1,547,549,Matched (3)
06037503902,4939,80.241669,49.987167,06037503902,6037503902,0,6,37,,503902,,,,,,,1452,1423,29,4663,1888,116,82,725,12,843,997,Matched (3)
06037504001,5860,80.23333,49.910175,06037504001,6037504001,0,6,37,,504001,,,,,,,1248,1206,42,5053,2454,190,43,864,12,627,863,Matched (3)
06037504002,5461,80.23333,49.910175,06037504002,6037504002,0,6,37,,504002,,,,,,,1584,1553,31,5327,2206,114,65,793,35,915,1199,Matched (3)
06037504101,4826,80.23333,49.910175,06037504101,6037504101,0,6,37,,504101,,,,,,,1502,1466,36,5095,1238,95,157,722,11,1683,1189,Matched (3)
06037530005,3971,115.71667,65.347107,06037530005,6037530005,0,6,37,,530005,,,,,,,1495,1471,24,4191,726,17,27,2138,1,648,634,Matched (3)
06037530006,4430,114.575,64.634933,06037530006,6037530006,0,6,37,,530006,,,,,,,1539,1499,40,4295,1039,56,90,821,18,1528,743,Matched (3)
06037530101,5285,114.575,64.634933,06037530101,6037530101,0,6,37,,530101,,,,,,,1776,1712,64,5333,1294,75,113,355,10,2417,1069,Matched (3)
06037530102,4862,115.71667,65.347107,06037530102,6037530102,0,6,37,,530102,,,,,,,1717,1690,27,4994,1374,30,100,469,3,2047,971,Matched (3)
06037530202,4348,101.36667,58.244579,06037530202,6037530202,0,6,37,,530202,,,,,,,1270,1230,40,4056,768,20,125,381,0,1558,1204,Matched (3)
06037530203,2728,115.71667,65.347107,06037530203,6037530203,0,6,37,,530203,,,,,,,1112,1076,36,3357,615,25,81,339,3,1583,711,Matched (3)
06037530204,3904,115.71667,65.347107,06037530204,6037530204,0,6,37,,530204,,,,,,,1186,1121,65,3528,749,46,95,249,16,1652,721,Matched (3)
06037530301,2211,101.36667,58.244579,06037530301,6037530301,0,6,37,,530301,,,,,,,624,607,17,2308,479,17,88,44,2,1262,416,Matched (3)
06037530302,6849,101.36667,58.244579,06037530302,6037530302,0,6,37,,530302,,,,,,,1857,1805,52,6375,1141,28,171,89,4,3457,1485,Matched (3)
06037530400,3744,101.36667,58.244579,06037530400,6037530400,0,6,37,,530400,,,,,,,1367,1324,43,4066,705,83,64,797,4,1500,913,Matched (3)
06037530500,3719,101.36667,58.244579,06037530500,6037530500,0,6,37,,530500,,,,,,,1186,1158,28,4270,585,10,146,64,1,2591,873,Matched (3)
06037530700,2157,101.53333,58.488388,06037530700,6037530700,0,6,37,,530700,,,,,,,567,540,27,2175,374,28,47,86,9,1185,446,Matched (3)
06037530801,5407,101.53333,58.488388,06037530801,6037530801,0,6,37,,530801,,,,,,,1506,1420,86,5511,906,62,133,196,1,3094,1119,Matched (3)
06037530802,3165,101.36667,58.244579,06037530802,6037530802,0,6,37,,530802,,,,,,,961,916,45,3240,602,28,86,122,1,1746,655,Matched (3)
06037530901,3684,101.53333,58.488388,06037530901,6037530901,0,6,37,,530901,,,,,,,921,894,27,3674,410,25,101,23,0,2386,729,Matched (3)
06037530902,3840,101.36667,58.244579,06037530902,6037530902,0,6,37,,530902,,,,,,,1156,1103,53,3820,665,30,107,181,2,2093,742,Matched (3)
06037531000,5133,101.36667,58.244579,06037531000,6037531000,0,6,37,,531000,,,,,,,1378,1333,45,5109,841,16,179,89,5,2913,1066,Matched (3)
06037531101,4851,101.53333,58.488388,06037531101,6037531101,0,6,37,,531101,,,,,,,1240,1193,47,4589,895,16,150,31,4,2699,794,Matched (3)
06037531102,3210,101.36667,58.244579,06037531102,6037531102,0,6,37,,531102,,,,,,,908,867,41,3233,537,14,83,15,6,1851,727,Matched (3)
06037531201,5530,101.53333,58.488388,06037531201,6037531201,0,6,37,,531201,,,,,,,1245,1207,38,4855,736,23,97,23,0,3020,956,Matched (3)
06037531202,4431,101.53333,58.488388,06037531202,6037531202,0,6,37,,531202,,,,,,,1210,1175,35,4518,742,29,143,8,2,2692,902,Matched (3)
06037531301,4824,101.53333,58.488388,06037531301,6037531301,0,6,37,,531301,,,,,,,1399,1348,51,5365,784,66,194,21,1,3314,985,Matched (3)
06037531302,6215,101.53333,58.488388,06037531302,6037531302,0,6,37,,531302,,,,,,,1549,1530,19,6411,844,24,116,41,2,4285,1099,Matched (3)
06037531502,3397,101.36667,58.244579,06037531502,6037531502,0,6,37,,531502,,,,,,,818,802,16,3279,626,38,103,11,0,1989,512,Matched (3)
06037531503,2753,101.36667,58.244579,06037531503,6037531503,0,6,37,,531503,,,,,,,784,762,22,2985,556,8,87,8,1,1787,538,Matched (3)
06037531504,4250,101.36667,58.244579,06037531504,6037531504,0,6,37,,531504,,,,,,,1106,1067,39,4033,662,13,179,19,0,2419,741,Matched (3)
06037531602,4432,101.36667,58.244579,06037531602,6037531602,0,6,37,,531602,,,,,,,1179,1143,36,4134,623,29,136,19,4,2573,750,Matched (3)
06037531603,3409,101.36667,58.244579,06037531603,6037531603,0,6,37,,531603,,,,,,,882,859,23,3285,539,8,137,28,4,1880,689,Matched (3)
06037531604,3775,101.36667,58.244579,06037531604,6037531604,0,6,37,,531604,,,,,,,929,907,22,3453,582,21,102,23,0,2050,675,Matched (3)
06037531701,5375,101.36667,58.244579,06037531701,6037531701,0,6,37,,531701,,,,,,,1406,1367,39,5498,1094,42,218,39,0,2996,1109,Matched (3)
06037531702,5163,101.36667,58.244579,06037531702,6037531702,0,6,37,,531702,,,,,,,1303,1263,40,4564,841,42,125,34,0,2536,986,Matched (3)
06037531800,4960,101.36667,58.244579,06037531800,6037531800,0,6,37,,531800,,,,,,,1335,1300,35,4740,792,20,162,36,2,2775,953,Matched (3)
06037531901,6237,101.36667,58.244579,06037531901,6037531901,0,6,37,,531901,,,,,,,1773,1720,53,6228,1050,36,225,43,8,3342,1524,Matched (3)
06037531902,4763,101.36667,58.244579,06037531902,6037531902,0,6,37,,531902,,,,,,,1161,1143,18,3953,627,22,127,73,0,2187,917,Matched (3)
06037532001,3036,118.21667,68.125244,06037532001,6037532001,0,6,37,,532001,,,,,,,1088,1062,26,3296,714,12,102,93,1,1551,823,Matched (3)
06037532002,3360,117.70834,67.586296,06037532002,6037532002,0,6,37,,532002,,,,,,,1005,980,25,3254,728,18,84,197,2,1509,716,Matched (3)
06037532101,6747,117.70834,67.586296,06037532101,6037532101,0,6,37,,532101,,,,,,,1890,1848,42,6686,1147,41,174,269,1,3996,1058,Matched (3)
06037532102,3936,117.70834,67.586296,06037532102,6037532102,0,6,37,,532102,,,,,,,1095,1073,22,3835,756,29,126,329,7,1785,803,Matched (3)
06037532200,7363,103.09167,58.931095,06037532200,6037532200,0,6,37,,532200,,,,,,,1839,1788,51,6599,1212,154,164,204,7,3534,1324,Matched (3)
06037532302,4881,101.53333,58.488388,06037532302,6037532302,0,6,37,,532302,,,,,,,1158,1126,32,4452,730,24,139,22,1,2584,952,Matched (3)
06037532303,4599,103,58.89901,06037532303,6037532303,0,6,37,,532303,,,,,,,1303,1280,23,4364,764,44,165,89,1,2078,1223,Matched (3)
06037532304,4013,108.075,61.50391,06037532304,6037532304,0,6,37,,532304,,,,,,,1142,1122,20,3660,608,76,107,73,3,1956,837,Matched (3)
06037532500,4195,44.299999,36.43013,06037532500,6037532500,0,6,37,,532500,,,,,,,1155,1132,23,3838,463,44,99,77,1,2468,686,Matched (3)
06037532605,3301,44.299999,36.43013,06037532605,6037532605,0,6,37,,532605,,,,,,,1184,1145,39,3812,717,67,112,56,0,2211,649,Matched (3)
06037532606,4405,44.299999,36.43013,06037532606,6037532606,0,6,37,,532606,,,,,,,1309,1272,37,4125,622,62,117,36,2,2518,768,Matched (3)
06037532700,3417,44.299999,36.43013,06037532700,6037532700,0,6,37,,532700,,,,,,,711,684,27,2878,349,104,77,14,0,1944,390,Matched (3)
06037532800,4590,44.316666,36.776592,06037532800,6037532800,0,6,37,,532800,,,,,,,1024,983,41,4204,503,277,70,9,4,2641,700,Matched (3)
06037532900,7058,44.316666,36.776592,06037532900,6037532900,0,6,37,,532900,,,,,,,1629,1573,56,6358,715,377,109,16,9,4159,973,Matched (3)
06037533001,4709,44.299999,36.43013,06037533001,6037533001,0,6,37,,533001,,,,,,,1127,1088,39,4439,519,151,89,30,4,2913,733,Matched (3)
06037533002,2705,44.299999,36.43013,06037533002,6037533002,0,6,37,,533002,,,,,,,619,598,21,2370,368,34,86,7,0,1445,430,Matched (3)
06037533103,3283,44.299999,36.43013,06037533103,6037533103,0,6,37,,533103,,,,,,,890,856,34,3233,608,25,95,8,2,1900,595,Matched (3)
06037533104,4415,44.299999,36.43013,06037533104,6037533104,0,6,37,,533104,,,,,,,1288,1252,36,3923,578,62,110,17,4,2390,762,Matched (3)
06037533105,2510,44.299999,36.43013,06037533105,6037533105,0,6,37,,533105,,,,,,,661,645,16,2423,338,29,44,11,0,1388,613,Matched (3)
06037533201,2788,44.299999,36.43013,06037533201,6037533201,0,6,37,,533201,,,,,,,698,688,10,2602,262,3,64,10,3,1619,641,Matched (3)
06037533300,3346,44.299999,36.43013,06037533300,6037533300,0,6,37,,533300,,,,,,,862,841,21,3172,395,24,110,5,0,2040,598,Matched (3)
06037533401,5098,90.366669,54.382141,06037533401,6037533401,0,6,37,,533401,,,,,,,1206,1193,13,4677,669,22,116,11,0,2824,1035,Matched (3)
06037533402,4240,44.299999,36.43013,06037533402,6037533402,0,6,37,,533402,,,,,,,1054,1028,26,3902,544,13,139,19,1,2368,818,Matched (3)
06037533403,2848,90.366669,54.382141,06037533403,6037533403,0,6,37,,533403,,,,,,,748,724,24,2778,363,31,65,19,0,1576,724,Matched (3)
06037533501,3051,44.299999,36.43013,06037533501,6037533501,0,6,37,,533501,,,,,,,782,771,11,2958,480,22,55,9,0,1913,479,Matched (3)
06037533601,4762,90.366669,54.382141,06037533601,6037533601,0,6,37,,533601,,,,,,,1193,1163,30,4414,703,8,151,27,9,2481,1035,Matched (3)
06037533602,5546,90.366669,54.382141,06037533602,6037533602,0,6,37,,533602,,,,,,,1449,1416,33,5024,1129,19,140,23,1,2633,1079,Matched (3)
06037533603,6986,90.366669,54.382141,06037533603,6037533603,0,6,37,,533603,,,,,,,1798,1760,38,6106,1130,39,155,23,0,3369,1390,Matched (3)
06037533701,2998,90.333336,54.131912,06037533701,6037533701,0,6,37,,533701,,,,,,,915,897,18,3207,400,25,63,12,0,2037,670,Matched (3)
06037533702,3543,90.333336,54.131912,06037533702,6037533702,0,6,37,,533702,,,,,,,874,857,17,3380,367,15,53,16,8,2134,787,Matched (3)
06037533703,5259,90.333336,54.131912,06037533703,6037533703,0,6,37,,533703,,,,,,,1037,1018,19,4022,558,18,158,22,3,2423,840,Matched (3)
